,SBIN,TATAMOTORS,BPCL,ADANIPORTS,HDFCBANK
2023-05-02,553.60783,424.87003,329.95089,979.72517,1458.82737
2023-05-03,553.74656,424.82332,329.85563,980.04097,1459.02503
2023-05-04,553.88531,424.77662,329.76037,980.35684,1459.22276
2023-05-05,554.02408,424.72991,329.66513,980.6728,1459.42055
2023-05-06,554.16286,424.68321,329.56989,980.98883,1459.6184
2023-05-07,554.30165,424.63652,329.47466,981.30493,1459.81631
2023-05-08,554.44046,424.58982,329.37945,981.62111,1460.01429
2023-05-09,554.57928,424.54313,329.28424,981.93737,1460.21233
2023-05-10,554.71812,424.49644,329.18904,982.25371,1460.41043
2023-05-11,554.85697,424.44975,329.09384,982.57012,1460.60859
2023-05-12,554.99584,424.40306,328.99866,982.8866,1460.80682
2023-05-13,555.13472,424.35638,328.90349,983.20317,1461.00511
2023-05-14,555.27362,424.3097,328.80833,983.5198,1461.20346
2023-05-15,555.41253,424.26302,328.71317,983.83652,1461.40187
2023-05-16,555.55145,424.21635,328.61803,984.15331,1461.60035
2023-05-17,555.69039,424.16968,328.52289,984.47017,1461.79889
2023-05-18,555.82935,424.12301,328.42776,984.78711,1461.99749
2023-05-19,555.96832,424.07634,328.33264,985.10413,1462.19615
2023-05-20,556.1073,424.02967,328.23754,985.42122,1462.39488
2023-05-21,556.2463,423.98301,328.14244,985.73838,1462.59367
2023-05-22,556.38531,423.93635,328.04734,986.05562,1462.79252
2023-05-23,556.52434,423.88969,327.95226,986.37294,1462.99143
2023-05-24,556.66338,423.84304,327.85719,986.69033,1463.1904
2023-05-25,556.80244,423.79638,327.76213,987.00779,1463.38944
2023-05-26,556.94151,423.74973,327.66707,987.32533,1463.58854
2023-05-27,557.08059,423.70309,327.57203,987.64295,1463.7877
2023-05-28,557.21969,423.65644,327.47699,987.96064,1463.98693
2023-05-29,557.35881,423.6098,327.38196,988.2784,1464.18621
2023-05-30,557.49793,423.56316,327.28695,988.59624,1464.38556
2023-05-31,557.63708,423.51652,327.19194,988.91415,1464.58497
2023-06-01,557.77623,423.46989,327.09694,989.23213,1464.78444
2023-06-02,557.91541,423.42325,327.00195,989.55019,1464.98398
2023-06-03,558.05459,423.37662,326.90697,989.86833,1465.18357
2023-06-04,558.19379,423.32999,326.81199,990.18653,1465.38323
2023-06-05,558.33301,423.28337,326.71703,990.50481,1465.58295
2023-06-06,558.47224,423.23675,326.62208,990.82317,1465.78274
2023-06-07,558.61148,423.19013,326.52713,991.1416,1465.98258
2023-06-08,558.75074,423.14351,326.43219,991.4601,1466.18249
2023-06-09,558.89001,423.09689,326.33727,991.77868,1466.38245
2023-06-10,559.0293,423.05028,326.24235,992.09732,1466.58249
2023-06-11,559.1686,423.00367,326.14744,992.41605,1466.78258
2023-06-12,559.30792,422.95706,326.05254,992.73484,1466.98273
2023-06-13,559.44725,422.91046,325.95765,993.05371,1467.18295
2023-06-14,559.58659,422.86385,325.86277,993.37265,1467.38322
2023-06-15,559.72595,422.81725,325.7679,993.69166,1467.58356
2023-06-16,559.86533,422.77066,325.67303,994.01075,1467.78397
2023-06-17,560.00472,422.72406,325.57818,994.32991,1467.98443
2023-06-18,560.14412,422.67747,325.48333,994.64914,1468.18495
2023-06-19,560.28354,422.63088,325.3885,994.96845,1468.38554
2023-06-20,560.42297,422.58429,325.29367,995.28782,1468.58619
2023-06-21,560.56241,422.53771,325.19885,995.60727,1468.7869
2023-06-22,560.70187,422.49112,325.10404,995.9268,1468.98767
2023-06-23,560.84135,422.44454,325.00924,996.24639,1469.1885
2023-06-24,560.98084,422.39796,324.91445,996.56606,1469.3894
2023-06-25,561.12034,422.35139,324.81967,996.88579,1469.59035
2023-06-26,561.25986,422.30482,324.7249,997.2056,1469.79137
2023-06-27,561.39939,422.25825,324.63013,997.52549,1469.99245
2023-06-28,561.53893,422.21168,324.53538,997.84544,1470.19359
2023-06-29,561.67849,422.16511,324.44063,998.16546,1470.39479
2023-06-30,561.81807,422.11855,324.3459,998.48556,1470.59606
2023-07-01,561.95766,422.07199,324.25117,998.80573,1470.79738
2023-07-02,562.09726,422.02543,324.15645,999.12597,1470.99877
2023-07-03,562.23688,421.97888,324.06174,999.44628,1471.20022
2023-07-04,562.37651,421.93232,323.96704,999.76666,1471.40173
2023-07-05,562.51616,421.88577,323.87235,1000.08712,1471.6033
2023-07-06,562.65582,421.83923,323.77767,1000.40764,1471.80493
2023-07-07,562.79549,421.79268,323.683,1000.72824,1472.00662
2023-07-08,562.93518,421.74614,323.58833,1001.0489,1472.20838
2023-07-09,563.07489,421.6996,323.49368,1001.36964,1472.41019
2023-07-10,563.2146,421.65306,323.39903,1001.69045,1472.61207
2023-07-11,563.35433,421.60652,323.30439,1002.01133,1472.81401
2023-07-12,563.49408,421.55999,323.20977,1002.33228,1473.01601
2023-07-13,563.63384,421.51346,323.11515,1002.6533,1473.21807
2023-07-14,563.77362,421.46693,323.02054,1002.97439,1473.42019
2023-07-15,563.9134,421.42041,322.92594,1003.29555,1473.62238
2023-07-16,564.05321,421.37388,322.83134,1003.61678,1473.82462
2023-07-17,564.19303,421.32736,322.73676,1003.93808,1474.02693
2023-07-18,564.33286,421.28085,322.64219,1004.25945,1474.22929
2023-07-19,564.4727,421.23433,322.54762,1004.58089,1474.43172
2023-07-20,564.61256,421.18782,322.45307,1004.90241,1474.63421
2023-07-21,564.75244,421.14131,322.35852,1005.22399,1474.83676
2023-07-22,564.89233,421.0948,322.26398,1005.54564,1475.03937
2023-07-23,565.03223,421.04829,322.16946,1005.86736,1475.24204
2023-07-24,565.17214,421.00179,322.07494,1006.18915,1475.44478
2023-07-25,565.31208,420.95529,321.98043,1006.51101,1475.64757
2023-07-26,565.45202,420.90879,321.88592,1006.83294,1475.85042
2023-07-27,565.59198,420.8623,321.79143,1007.15493,1476.05334
2023-07-28,565.73195,420.8158,321.69695,1007.477,1476.25632
2023-07-29,565.87194,420.76931,321.60247,1007.79914,1476.45935
2023-07-30,566.01194,420.72282,321.50801,1008.12134,1476.66245
2023-07-31,566.15196,420.67634,321.41355,1008.44362,1476.86561
2023-08-01,566.29199,420.62985,321.31911,1008.76596,1477.06883
2023-08-02,566.43203,420.58337,321.22467,1009.08837,1477.27211
2023-08-03,566.57209,420.5369,321.13024,1009.41085,1477.47545
2023-08-04,566.71217,420.49042,321.03582,1009.7334,1477.67886
2023-08-05,566.85225,420.44395,320.94141,1010.05602,1477.88232
2023-08-06,566.99235,420.39748,320.847,1010.37871,1478.08584
2023-08-07,567.13247,420.35101,320.75261,1010.70147,1478.28943
2023-08-08,567.2726,420.30454,320.65823,1011.02429,1478.49307
2023-08-09,567.41274,420.25808,320.56385,1011.34718,1478.69678
2023-08-10,567.5529,420.21162,320.46949,1011.67014,1478.90054
2023-08-11,567.69307,420.16516,320.37513,1011.99317,1479.10437
2023-08-12,567.83325,420.1187,320.28078,1012.31627,1479.30826
2023-08-13,567.97345,420.07225,320.18644,1012.63943,1479.51221
2023-08-14,568.11367,420.0258,320.09211,1012.96266,1479.71622
2023-08-15,568.2539,419.97935,319.99779,1013.28596,1479.92028
2023-08-16,568.39414,419.93291,319.90348,1013.60933,1480.12441
2023-08-17,568.53439,419.88646,319.80917,1013.93277,1480.3286
2023-08-18,568.67466,419.84002,319.71488,1014.25627,1480.53286
2023-08-19,568.81495,419.79358,319.62059,1014.57984,1480.73717
2023-08-20,568.95525,419.74715,319.52632,1014.90348,1480.94154
2023-08-21,569.09556,419.70071,319.43205,1015.22718,1481.14597
2023-08-22,569.23588,419.65428,319.33779,1015.55095,1481.35046
2023-08-23,569.37623,419.60785,319.24354,1015.87479,1481.55501
2023-08-24,569.51658,419.56143,319.1493,1016.1987,1481.75963
2023-08-25,569.65695,419.515,319.05507,1016.52267,1481.9643
2023-08-26,569.79733,419.46858,318.96085,1016.84671,1482.16903
2023-08-27,569.93773,419.42216,318.86664,1017.17082,1482.37383
2023-08-28,570.07814,419.37575,318.77243,1017.49499,1482.57868
2023-08-29,570.21856,419.32933,318.67824,1017.81923,1482.78359
2023-08-30,570.359,419.28292,318.58405,1018.14354,1482.98857
2023-08-31,570.49945,419.23651,318.48987,1018.46791,1483.1936
2023-09-01,570.63992,419.19011,318.39571,1018.79235,1483.3987
2023-09-02,570.7804,419.1437,318.30155,1019.11686,1483.60385
2023-09-03,570.92089,419.0973,318.2074,1019.44143,1483.80907
2023-09-04,571.0614,419.0509,318.11325,1019.76607,1484.01434
2023-09-05,571.20193,419.00451,318.01912,1020.09077,1484.21968
2023-09-06,571.34246,418.95811,317.925,1020.41555,1484.42507
2023-09-07,571.48301,418.91172,317.83088,1020.74038,1484.63053
2023-09-08,571.62358,418.86533,317.73678,1021.06528,1484.83604
2023-09-09,571.76416,418.81895,317.64268,1021.39025,1485.04162
2023-09-10,571.90475,418.77256,317.54859,1021.71529,1485.24725
2023-09-11,572.04535,418.72618,317.45451,1022.04039,1485.45295
2023-09-12,572.18597,418.6798,317.36044,1022.36555,1485.65871
2023-09-13,572.32661,418.63343,317.26638,1022.69078,1485.86452
2023-09-14,572.46726,418.58705,317.17233,1023.01608,1486.0704
2023-09-15,572.60792,418.54068,317.07829,1023.34144,1486.27633
2023-09-16,572.74859,418.49431,316.98425,1023.66687,1486.48232
2023-09-17,572.88928,418.44795,316.89023,1023.99236,1486.68838
2023-09-18,573.02999,418.40158,316.79621,1024.31792,1486.89449
2023-09-19,573.17071,418.35522,316.70221,1024.64354,1487.10067
2023-09-20,573.31144,418.30886,316.60821,1024.96922,1487.3069
2023-09-21,573.45218,418.26251,316.51422,1025.29498,1487.5132
2023-09-22,573.59294,418.21615,316.42024,1025.62079,1487.71955
2023-09-23,573.73372,418.1698,316.32627,1025.94667,1487.92596
2023-09-24,573.8745,418.12345,316.23231,1026.27262,1488.13243
2023-09-25,574.0153,418.0771,316.13835,1026.59863,1488.33897
2023-09-26,574.15612,418.03076,316.04441,1026.92471,1488.54556
2023-09-27,574.29695,417.98442,315.95047,1027.25084,1488.75221
2023-09-28,574.43779,417.93808,315.85655,1027.57705,1488.95892
2023-09-29,574.57865,417.89174,315.76263,1027.90332,1489.16569
2023-09-30,574.71952,417.84541,315.66872,1028.22965,1489.37252
2023-10-01,574.8604,417.79908,315.57482,1028.55604,1489.57941
2023-10-02,575.0013,417.75275,315.48093,1028.8825,1489.78636
2023-10-03,575.14221,417.70642,315.38705,1029.20903,1489.99337
2023-10-04,575.28314,417.6601,315.29317,1029.53562,1490.20044
2023-10-05,575.42408,417.61377,315.19931,1029.86227,1490.40757
2023-10-06,575.56503,417.56745,315.10545,1030.18898,1490.61476
2023-10-07,575.706,417.52114,315.01161,1030.51576,1490.822
2023-10-08,575.84698,417.47482,314.91777,1030.84261,1491.02931
2023-10-09,575.98797,417.42851,314.82394,1031.16951,1491.23668
2023-10-10,576.12898,417.3822,314.73012,1031.49648,1491.4441
2023-10-11,576.27,417.33589,314.63631,1031.82351,1491.65158
2023-10-12,576.41104,417.28959,314.54251,1032.15061,1491.85913
2023-10-13,576.55209,417.24329,314.44872,1032.47777,1492.06673
2023-10-14,576.69315,417.19699,314.35493,1032.80499,1492.27439
2023-10-15,576.83423,417.15069,314.26116,1033.13228,1492.48212
2023-10-16,576.97532,417.1044,314.16739,1033.45962,1492.6899
2023-10-17,577.11643,417.0581,314.07364,1033.78704,1492.89774
2023-10-18,577.25755,417.01181,313.97989,1034.11451,1493.10564
2023-10-19,577.39868,416.96553,313.88615,1034.44205,1493.31359
2023-10-20,577.53983,416.91924,313.79242,1034.76965,1493.52161
2023-10-21,577.68099,416.87296,313.6987,1035.09731,1493.72969
2023-10-22,577.82216,416.82668,313.60499,1035.42503,1493.93782
2023-10-23,577.96335,416.7804,313.51128,1035.75282,1494.14602
2023-10-24,578.10455,416.73413,313.41759,1036.08067,1494.35427
2023-10-25,578.24577,416.68785,313.3239,1036.40858,1494.56259
2023-10-26,578.387,416.64158,313.23022,1036.73655,1494.77096
2023-10-27,578.52824,416.59532,313.13656,1037.06459,1494.97939
2023-10-28,578.66949,416.54905,313.0429,1037.39269,1495.18788
2023-10-29,578.81076,416.50279,312.94925,1037.72085,1495.39643
2023-10-30,578.95205,416.45653,312.85561,1038.04907,1495.60504
2023-10-31,579.09335,416.41027,312.76197,1038.37735,1495.8137
2023-11-01,579.23466,416.36402,312.66835,1038.7057,1496.02243
2023-11-02,579.37598,416.31776,312.57474,1039.03411,1496.23121
2023-11-03,579.51732,416.27151,312.48113,1039.36257,1496.44006
2023-11-04,579.65867,416.22527,312.38753,1039.6911,1496.64896
2023-11-05,579.80004,416.17902,312.29395,1040.0197,1496.85792
2023-11-06,579.94142,416.13278,312.20037,1040.34835,1497.06694
2023-11-07,580.08281,416.08654,312.1068,1040.67706,1497.27602
2023-11-08,580.22422,416.0403,312.01323,1041.00584,1497.48516
2023-11-09,580.36564,415.99406,311.91968,1041.33468,1497.69436
2023-11-10,580.50707,415.94783,311.82614,1041.66357,1497.90361
2023-11-11,580.64852,415.9016,311.7326,1041.99253,1498.11292
2023-11-12,580.78998,415.85537,311.63908,1042.32155,1498.3223
2023-11-13,580.93146,415.80915,311.54556,1042.65063,1498.53173
2023-11-14,581.07295,415.76292,311.45205,1042.97978,1498.74122
2023-11-15,581.21445,415.7167,311.35855,1043.30898,1498.95077
2023-11-16,581.35597,415.67049,311.26506,1043.63824,1499.16037
2023-11-17,581.4975,415.62427,311.17158,1043.96756,1499.37004
2023-11-18,581.63904,415.57806,311.07811,1044.29695,1499.57976
2023-11-19,581.7806,415.53185,310.98465,1044.62639,1499.78955
2023-11-20,581.92217,415.48564,310.89119,1044.9559,1499.99939
2023-11-21,582.06375,415.43943,310.79775,1045.28546,1500.20929
2023-11-22,582.20535,415.39323,310.70431,1045.61509,1500.41925
2023-11-23,582.34696,415.34703,310.61088,1045.94478,1500.62927
2023-11-24,582.48859,415.30083,310.51746,1046.27452,1500.83934
2023-11-25,582.63022,415.25463,310.42405,1046.60433,1501.04947
2023-11-26,582.77188,415.20844,310.33065,1046.93419,1501.25967
2023-11-27,582.91354,415.16225,310.23726,1047.26412,1501.46992
2023-11-28,583.05522,415.11606,310.14387,1047.5941,1501.68023
2023-11-29,583.19691,415.06987,310.0505,1047.92415,1501.89059
2023-11-30,583.33862,415.02369,309.95713,1048.25425,1502.10102
2023-12-01,583.48034,414.97751,309.86378,1048.58442,1502.3115
2023-12-02,583.62207,414.93133,309.77043,1048.91464,1502.52205
2023-12-03,583.76382,414.88515,309.67709,1049.24493,1502.73265
2023-12-04,583.90558,414.83898,309.58376,1049.57527,1502.94331
2023-12-05,584.04736,414.79281,309.49044,1049.90567,1503.15402
2023-12-06,584.18914,414.74664,309.39712,1050.23613,1503.3648
2023-12-07,584.33094,414.70047,309.30382,1050.56665,1503.57563
2023-12-08,584.47276,414.65431,309.21052,1050.89723,1503.78652
2023-12-09,584.61459,414.60815,309.11724,1051.22787,1503.99747
2023-12-10,584.75643,414.56199,309.02396,1051.55857,1504.20848
2023-12-11,584.89828,414.51583,308.93069,1051.88933,1504.41955
2023-12-12,585.04015,414.46968,308.83743,1052.22014,1504.63067
2023-12-13,585.18204,414.42353,308.74418,1052.55102,1504.84185
2023-12-14,585.32393,414.37738,308.65094,1052.88195,1505.05309
2023-12-15,585.46584,414.33123,308.5577,1053.21294,1505.26439
2023-12-16,585.60776,414.28509,308.46448,1053.54399,1505.47575
2023-12-17,585.7497,414.23895,308.37126,1053.8751,1505.68716
2023-12-18,585.89165,414.19281,308.27806,1054.20627,1505.89864
2023-12-19,586.03361,414.14667,308.18486,1054.53749,1506.11017
2023-12-20,586.17559,414.10054,308.09167,1054.86877,1506.32175
2023-12-21,586.31758,414.0544,307.99849,1055.20012,1506.5334
2023-12-22,586.45958,414.00827,307.90532,1055.53152,1506.7451
2023-12-23,586.6016,413.96215,307.81215,1055.86297,1506.95687
2023-12-24,586.74363,413.91602,307.719,1056.19449,1507.16869
2023-12-25,586.88567,413.8699,307.62585,1056.52606,1507.38056
2023-12-26,587.02773,413.82378,307.53272,1056.85769,1507.5925
2023-12-27,587.1698,413.77766,307.43959,1057.18938,1507.80449
2023-12-28,587.31189,413.73155,307.34647,1057.52113,1508.01654
2023-12-29,587.45398,413.68544,307.25336,1057.85293,1508.22865
2023-12-30,587.59609,413.63933,307.16026,1058.1848,1508.44082
2023-12-31,587.73822,413.59322,307.06717,1058.51672,1508.65304
2024-01-01,587.88036,413.54712,306.97409,1058.84869,1508.86532
2024-01-02,588.02251,413.50101,306.88101,1059.18073,1509.07766
2024-01-03,588.16467,413.45491,306.78794,1059.51282,1509.29006
2024-01-04,588.30685,413.40882,306.69489,1059.84497,1509.50252
2024-01-05,588.44904,413.36272,306.60184,1060.17718,1509.71503
2024-01-06,588.59125,413.31663,306.5088,1060.50944,1509.9276
2024-01-07,588.73346,413.27054,306.41577,1060.84176,1510.14023
2024-01-08,588.8757,413.22445,306.32275,1061.17414,1510.35291
2024-01-09,589.01794,413.17836,306.22973,1061.50657,1510.56565
2024-01-10,589.1602,413.13228,306.13673,1061.83906,1510.77845
2024-01-11,589.30247,413.0862,306.04374,1062.17161,1510.99131
2024-01-12,589.44476,413.04012,305.95075,1062.50421,1511.20423
2024-01-13,589.58705,412.99405,305.85777,1062.83688,1511.4172
2024-01-14,589.72937,412.94798,305.7648,1063.16959,1511.63023
2024-01-15,589.87169,412.90191,305.67184,1063.50237,1511.84332
2024-01-16,590.01403,412.85584,305.57889,1063.8352,1512.05646
2024-01-17,590.15638,412.80977,305.48595,1064.16808,1512.26967
2024-01-18,590.29875,412.76371,305.39301,1064.50103,1512.48293
2024-01-19,590.44112,412.71765,305.30009,1064.83403,1512.69624
2024-01-20,590.58352,412.67159,305.20717,1065.16708,1512.90962
2024-01-21,590.72592,412.62553,305.11427,1065.50019,1513.12305
2024-01-22,590.86834,412.57948,305.02137,1065.83336,1513.33654
2024-01-23,591.01077,412.53343,304.92848,1066.16659,1513.55008
2024-01-24,591.15322,412.48738,304.8356,1066.49987,1513.76369
2024-01-25,591.29567,412.44134,304.74272,1066.8332,1513.97735
2024-01-26,591.43815,412.39529,304.64986,1067.16659,1514.19107
2024-01-27,591.58063,412.34925,304.55701,1067.50004,1514.40484
2024-01-28,591.72313,412.30321,304.46416,1067.83354,1514.61867
2024-01-29,591.86564,412.25718,304.37132,1068.1671,1514.83256
2024-01-30,592.00816,412.21114,304.27849,1068.50071,1515.04651
2024-01-31,592.1507,412.16511,304.18567,1068.83438,1515.26051
2024-02-01,592.29325,412.11908,304.09286,1069.1681,1515.47457
2024-02-02,592.43582,412.07306,304.00006,1069.50188,1515.68869
2024-02-03,592.57839,412.02703,303.90727,1069.83572,1515.90287
2024-02-04,592.72098,411.98101,303.81448,1070.16961,1516.1171
2024-02-05,592.86359,411.93499,303.72171,1070.50355,1516.33139
2024-02-06,593.00621,411.88898,303.62894,1070.83755,1516.54573
2024-02-07,593.14884,411.84296,303.53618,1071.17161,1516.76014
2024-02-08,593.29148,411.79695,303.44343,1071.50572,1516.9746
2024-02-09,593.43414,411.75094,303.35069,1071.83988,1517.18911
2024-02-10,593.57681,411.70494,303.25796,1072.1741,1517.40369
2024-02-11,593.71949,411.65893,303.16524,1072.50838,1517.61832
2024-02-12,593.86219,411.61293,303.07252,1072.8427,1517.833
2024-02-13,594.0049,411.56693,302.97982,1073.17709,1518.04775
2024-02-14,594.14762,411.52093,302.88712,1073.51153,1518.26255
2024-02-15,594.29036,411.47494,302.79443,1073.84602,1518.47741
2024-02-16,594.43311,411.42895,302.70175,1074.18056,1518.69232
2024-02-17,594.57587,411.38296,302.60908,1074.51516,1518.90729
2024-02-18,594.71864,411.33697,302.51642,1074.84982,1519.12232
2024-02-19,594.86143,411.29099,302.42377,1075.18453,1519.33741
2024-02-20,595.00424,411.245,302.33112,1075.51929,1519.55255
2024-02-21,595.14705,411.19902,302.23849,1075.85411,1519.76775
2024-02-22,595.28988,411.15305,302.14586,1076.18898,1519.983
2024-02-23,595.43272,411.10707,302.05324,1076.52391,1520.19831
2024-02-24,595.57558,411.0611,301.96063,1076.85889,1520.41368
2024-02-25,595.71844,411.01513,301.86803,1077.19392,1520.62911
2024-02-26,595.86132,410.96916,301.77544,1077.52901,1520.84459
2024-02-27,596.00422,410.9232,301.68286,1077.86415,1521.06013
2024-02-28,596.14713,410.87723,301.59028,1078.19934,1521.27572
2024-02-29,596.29005,410.83127,301.49772,1078.53459,1521.49137
2024-03-01,596.43298,410.78532,301.40516,1078.86989,1521.70708
2024-03-02,596.57593,410.73936,301.31261,1079.20524,1521.92284
2024-03-03,596.71889,410.69341,301.22007,1079.54065,1522.13866
2024-03-04,596.86186,410.64746,301.12754,1079.87611,1522.35454
2024-03-05,597.00484,410.60151,301.03502,1080.21163,1522.57048
2024-03-06,597.14784,410.55557,300.9425,1080.54719,1522.78647
2024-03-07,597.29086,410.50962,300.85,1080.88281,1523.00251
2024-03-08,597.43388,410.46368,300.7575,1081.21849,1523.21861
2024-03-09,597.57692,410.41774,300.66502,1081.55421,1523.43477
2024-03-10,597.71997,410.37181,300.57254,1081.88999,1523.65099
2024-03-11,597.86304,410.32588,300.48007,1082.22583,1523.86726
2024-03-12,598.00611,410.27994,300.38761,1082.56171,1524.08359
2024-03-13,598.1492,410.23402,300.29516,1082.89765,1524.29997
2024-03-14,598.29231,410.18809,300.20271,1083.23364,1524.51641
2024-03-15,598.43542,410.14217,300.11028,1083.56968,1524.73291
2024-03-16,598.57855,410.09625,300.01785,1083.90578,1524.94947
2024-03-17,598.7217,410.05033,299.92543,1084.24192,1525.16607
2024-03-18,598.86485,410.00441,299.83302,1084.57812,1525.38274
2024-03-19,599.00802,409.9585,299.74062,1084.91438,1525.59946
2024-03-20,599.1512,409.91259,299.64823,1085.25068,1525.81624
2024-03-21,599.2944,409.86668,299.55585,1085.58704,1526.03307
2024-03-22,599.43761,409.82077,299.46348,1085.92345,1526.24996
2024-03-23,599.58083,409.77487,299.37111,1086.25991,1526.46691
2024-03-24,599.72406,409.72897,299.27876,1086.59642,1526.68391
2024-03-25,599.86731,409.68307,299.18641,1086.93299,1526.90097
2024-03-26,600.01057,409.63717,299.09407,1087.26961,1527.11809
2024-03-27,600.15384,409.59128,299.00174,1087.60628,1527.33526
2024-03-28,600.29713,409.54539,298.90942,1087.943,1527.55248
2024-03-29,600.44043,409.4995,298.8171,1088.27977,1527.76977
2024-03-30,600.58374,409.45361,298.7248,1088.61659,1527.9871
2024-03-31,600.72706,409.40773,298.6325,1088.95347,1528.2045
2024-04-01,600.8704,409.36184,298.54022,1089.2904,1528.42195
2024-04-02,601.01375,409.31596,298.44794,1089.62738,1528.63945
2024-04-03,601.15712,409.27009,298.35567,1089.96441,1528.85702
2024-04-04,601.30049,409.22421,298.26341,1090.30149,1529.07463
2024-04-05,601.44388,409.17834,298.17116,1090.63862,1529.29231
2024-04-06,601.58729,409.13247,298.07891,1090.9758,1529.51004
2024-04-07,601.7307,409.0866,297.98668,1091.31304,1529.72782
2024-04-08,601.87413,409.04074,297.89445,1091.65033,1529.94566
2024-04-09,602.01757,408.99488,297.80223,1091.98766,1530.16356
2024-04-10,602.16103,408.94902,297.71003,1092.32505,1530.38151
2024-04-11,602.3045,408.90316,297.61783,1092.66249,1530.59952
2024-04-12,602.44798,408.8573,297.52563,1092.99998,1530.81759
2024-04-13,602.59147,408.81145,297.43345,1093.33752,1531.03571
2024-04-14,602.73498,408.7656,297.34128,1093.67511,1531.25388
2024-04-15,602.8785,408.71975,297.24911,1094.01276,1531.47211
2024-04-16,603.02203,408.67391,297.15696,1094.35045,1531.6904
2024-04-17,603.16557,408.62807,297.06481,1094.68819,1531.90874
2024-04-18,603.30913,408.58223,296.97267,1095.02599,1532.12714
2024-04-19,603.4527,408.53639,296.88054,1095.36383,1532.3456
2024-04-20,603.59629,408.49055,296.78842,1095.70173,1532.5641
2024-04-21,603.73988,408.44472,296.6963,1096.03967,1532.78267
2024-04-22,603.88349,408.39889,296.6042,1096.37767,1533.00129
2024-04-23,604.02711,408.35306,296.5121,1096.71571,1533.21997
2024-04-24,604.17075,408.30723,296.42002,1097.05381,1533.4387
2024-04-25,604.3144,408.26141,296.32794,1097.39196,1533.65748
2024-04-26,604.45806,408.21559,296.23587,1097.73015,1533.87633
2024-04-27,604.60173,408.16977,296.14381,1098.0684,1534.09522
2024-04-28,604.74542,408.12396,296.05175,1098.40669,1534.31418
